"Case","No","Task","CC1","GN1","NS1","BU1","FA1","LD1","BZ1","FC1","FP1","RP1","PP1","KA1","SC1","TS1","NV1","MA1","LB1","AF1","HU1","Price1","CC2","GN2","NS2","BU2","FA2","LD2","BZ2","FC2","FP2","RP2","PP2","KA2","SC2","TS2","NV2","MA2","LB2","AF2","HU2","Price2","CC3","GN3","NS3","BU3","FA3","LD3","BZ3","FC3","FP3","RP3","PP3","KA3","SC3","TS3","NV3","MA3","LB3","AF3","HU3","Price3","CC4","GN4","NS4","BU4","FA4","LD4","BZ4","FC4","FP4","RP4","PP4","KA4","SC4","TS4","NV4","MA4","LB4","AF4","HU4","Price4","segmentFull.size.Pickup","segmentMidsize.Car","segmentMidsize.Luxury.Utility.segements","segmentMidsize.Utility","segmentPrestige.Luxury.Sedan","yearind","milesa","nighta","pparkDaily","pparkMonthly","pparkWeekly","pparkYearly","genderMale","agea","educCollege.Graduate..4.Years.","educGrade.School","educHigh.School","educPostgraduate.College","educSome.College..1.3.Years.","regionMW","regionNE","regionSE","regionSW","UrbRural.Country","UrbUrban.City","incomea","Choice"
470,8918,7,0,2,0,0,0,1,0,1,2,2,1,2,0,0,2,0,0,0,1,10,0,1,0,0,0,3,0,2,3,2,2,1,0,0,2,0,0,0,1,5,0,2,0,0,0,2,0,2,3,1,3,2,0,0,2,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,280,50,0,0,1,0,1,40,0,0,0,1,0,0,0,0,0,0,1,50000,4
470,8920,9,2,0,0,3,0,3,1,2,0,0,3,0,1,2,0,0,0,3,0,12,2,0,0,6,0,1,1,2,0,0,3,0,3,2,0,0,0,2,0,8,3,0,0,1,0,3,2,1,0,0,1,0,3,3,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,280,50,0,0,1,0,1,40,0,0,0,1,0,0,0,0,0,0,1,50000,4
470,8923,12,2,2,4,4,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,3,1,1,2,6,0,0,0,2,0,0,0,0,0,0,0,3,2,3,2,7,3,1,2,3,0,0,0,1,0,0,0,0,0,0,0,4,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,280,50,0,0,1,0,1,40,0,0,0,1,0,0,0,0,0,0,1,50000,3
471,8931,1,0,1,3,5,0,0,0,1,0,0,0,2,0,0,0,4,2,3,2,11,0,2,5,4,0,0,0,1,0,0,0,1,0,0,0,1,3,3,1,10,0,1,4,5,0,0,0,1,0,0,0,1,0,0,0,3,3,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,300,30,0,0,1,0,1,22,0,0,0,0,1,0,0,0,0,0,1,70000,3
471,8941,11,0,0,3,0,2,0,2,2,0,1,3,2,0,0,0,2,3,0,0,12,0,0,4,0,1,0,3,2,0,1,2,2,0,0,0,2,2,0,0,12,0,0,1,0,1,0,2,2,0,1,3,1,0,0,0,2,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,300,30,0,0,1,0,1,22,0,0,0,0,1,0,0,0,0,0,1,70000,3
471,8942,12,3,0,0,4,0,2,2,1,0,1,0,0,0,0,3,2,0,0,1,3,3,0,0,5,0,2,3,2,0,2,0,0,0,0,1,4,0,0,1,11,2,0,0,2,0,2,3,1,0,2,0,0,0,0,3,2,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,300,30,0,0,1,0,1,22,0,0,0,0,1,0,0,0,0,0,1,70000,3
471,8946,16,3,0,0,5,0,1,0,0,0,2,3,2,4,0,0,0,2,3,0,12,1,0,0,4,0,1,0,0,0,1,3,1,4,0,0,0,2,3,0,9,3,0,0,2,0,2,0,0,0,2,2,1,1,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,300,30,0,0,1,0,1,22,0,0,0,0,1,0,0,0,0,0,1,70000,3
471,8948,18,0,0,3,0,0,0,0,0,4,0,3,1,2,0,1,3,0,2,1,4,0,0,1,0,0,0,0,0,4,0,3,1,1,0,3,1,0,1,1,1,0,0,3,0,0,0,0,0,3,0,1,1,1,0,3,3,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,300,30,0,0,1,0,1,22,0,0,0,0,1,0,0,0,0,0,1,70000,1
473,8975,7,1,0,5,0,1,0,2,1,1,0,0,0,0,0,0,3,0,2,1,5,2,0,4,0,1,0,3,1,4,0,0,0,0,0,0,2,0,1,1,7,2,0,4,0,2,0,2,2,3,0,0,0,0,0,0,3,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,60,5,0,0,0,1,1,69,0,0,0,1,0,0,0,0,1,1,0,60000,3
473,8985,17,1,0,0,5,0,1,0,1,0,1,0,0,3,0,0,0,1,1,2,2,1,0,0,2,0,3,0,1,0,1,0,0,2,0,0,0,4,1,1,8,1,0,0,5,0,2,0,1,0,2,0,0,1,0,0,0,2,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,60,5,0,0,0,1,1,69,0,0,0,1,0,0,0,0,1,1,0,60000,1
473,8987,19,0,1,3,4,1,0,3,0,0,1,0,0,0,0,0,4,2,0,2,6,0,2,4,6,2,0,1,0,0,1,0,0,0,0,0,3,3,0,1,7,0,2,5,5,2,0,2,0,0,2,0,0,0,0,0,2,2,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,60,5,0,0,0,1,1,69,0,0,0,1,0,0,0,0,1,1,0,60000,4
474,8994,7,0,0,0,1,0,3,2,0,1,0,0,0,3,2,1,0,0,3,1,9,0,0,0,1,0,1,3,0,4,0,0,0,1,3,3,0,0,3,2,11,0,0,0,5,0,2,3,0,1,0,0,0,2,3,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,100,20,1,0,0,0,0,39,0,0,0,0,0,0,1,0,0,1,0,80000,3
474,8999,12,1,0,5,0,0,3,3,2,0,0,3,0,3,3,0,0,1,0,0,2,2,0,1,0,0,1,1,2,0,0,1,0,4,3,0,0,1,0,0,9,1,0,1,0,0,3,2,1,0,0,2,0,4,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,100,20,1,0,0,0,0,39,0,0,0,0,0,0,1,0,0,1,0,80000,3
475,9008,2,0,0,0,3,2,2,0,0,0,1,3,1,3,0,3,0,0,2,0,3,0,0,0,6,2,2,0,0,0,1,2,2,1,0,1,0,0,3,0,2,0,0,0,1,1,2,0,0,0,2,2,1,3,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,30,0,0,0,0,0,26,0,0,0,0,1,0,1,0,0,0,1,25000,3
475,9009,3,2,2,0,1,0,0,0,0,0,0,3,2,0,0,3,3,1,0,2,10,2,2,0,2,0,0,0,0,0,0,2,1,0,0,2,4,3,0,2,2,3,2,0,3,0,0,0,0,0,0,1,1,0,0,1,4,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,30,0,0,0,0,0,26,0,0,0,0,1,0,1,0,0,0,1,25000,3
475,9010,4,3,0,0,0,1,3,2,2,4,0,0,0,3,0,0,3,0,2,0,12,1,0,0,0,2,2,2,2,4,0,0,0,1,0,0,1,0,1,0,10,2,0,0,0,2,1,2,2,4,0,0,0,2,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,30,0,0,0,0,0,26,0,0,0,0,1,0,1,0,0,0,1,25000,3
475,9017,11,0,0,0,0,1,3,2,0,0,2,3,1,0,2,0,3,2,0,0,5,0,0,0,0,1,1,3,0,0,1,2,2,0,3,0,1,3,0,0,7,0,0,0,0,2,3,2,0,0,1,2,2,0,2,0,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,30,0,0,0,0,0,26,0,0,0,0,1,0,1,0,0,0,1,25000,4
475,9019,13,0,1,0,4,0,1,3,1,0,0,1,2,3,0,0,0,0,0,2,4,0,1,0,4,0,2,3,2,0,0,1,1,4,0,0,0,0,0,2,4,0,2,0,6,0,3,3,2,0,0,3,2,4,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,30,0,0,0,0,0,26,0,0,0,0,1,0,1,0,0,0,1,25000,1
475,9022,16,3,2,0,0,0,2,0,0,3,0,3,0,3,0,0,1,1,0,2,11,3,1,0,0,0,3,0,0,4,0,2,0,1,0,0,3,1,0,2,9,2,2,0,0,0,1,0,0,3,0,2,0,2,0,0,2,3,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,30,0,0,0,0,0,26,0,0,0,0,1,0,1,0,0,0,1,25000,4
476,9027,2,0,0,0,0,1,0,2,2,0,2,0,0,4,1,0,4,3,0,2,6,0,0,0,0,1,0,3,2,0,1,0,0,1,2,0,2,3,0,1,4,0,0,0,0,2,0,3,1,0,1,0,0,3,2,0,4,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,500,30,0,0,1,0,1,44,0,0,0,0,1,0,0,1,0,1,0,50000,2
476,9033,8,0,2,0,1,2,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,2,0,2,0,1,1,0,0,1,0,1,0,1,2,0,0,2,0,2,0,1,0,3,0,2,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,500,30,0,0,1,0,1,44,0,0,0,0,1,0,0,1,0,1,0,50000,2
476,9039,14,3,0,0,0,0,2,2,0,0,2,3,0,3,0,1,0,3,1,0,8,3,0,0,0,0,1,3,0,0,1,3,0,2,0,3,0,1,1,0,4,1,0,0,0,0,2,3,0,0,2,1,0,3,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,500,30,0,0,1,0,1,44,0,0,0,0,1,0,0,1,0,1,0,50000,3
476,9042,17,0,0,2,0,2,0,0,0,0,1,2,2,0,2,2,0,0,1,1,12,0,0,5,0,1,0,0,0,0,2,2,1,0,3,1,0,0,1,1,9,0,0,3,0,1,0,0,0,0,1,3,1,0,3,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,500,30,0,0,1,0,1,44,0,0,0,0,1,0,0,1,0,1,0,50000,3
476,9044,19,0,1,3,3,0,0,0,2,1,1,0,2,1,0,0,0,0,2,0,10,0,2,5,6,0,0,0,1,3,2,0,2,2,0,0,0,0,1,0,1,0,2,2,3,0,0,0,1,2,2,0,2,4,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,500,30,0,0,1,0,1,44,0,0,0,0,1,0,0,1,0,1,0,50000,2
477,9047,3,0,1,1,2,0,0,2,1,0,0,0,1,1,1,0,2,0,0,0,8,0,1,4,1,0,0,1,1,0,0,0,2,3,3,0,4,0,0,0,12,0,2,4,4,0,0,2,1,0,0,0,1,1,3,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,500,40,1,0,0,0,0,30,0,0,0,0,1,0,0,1,0,0,1,20000,2
477,9050,6,0,1,0,2,1,0,0,0,0,2,3,0,2,0,3,0,1,3,0,3,0,2,0,2,2,0,0,0,0,1,2,0,2,0,2,0,4,3,0,5,0,1,0,3,2,0,0,0,0,1,1,0,2,0,3,0,1,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,500,40,1,0,0,0,0,30,0,0,0,0,1,0,0,1,0,0,1,20000,3
477,9063,19,0,2,3,0,0,0,3,0,0,1,0,1,0,2,3,0,4,0,1,3,0,1,2,0,0,0,1,0,0,2,0,1,0,2,2,0,3,0,2,3,0,1,4,0,0,0,2,0,0,2,0,1,0,2,3,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,500,40,1,0,0,0,0,30,0,0,0,0,1,0,0,1,0,0,1,20000,3
478,9066,3,2,2,0,1,2,0,0,0,0,0,0,1,4,2,0,0,0,1,1,11,2,1,0,5,2,0,0,0,0,0,0,1,4,2,0,0,0,3,1,3,3,1,0,1,1,0,0,0,0,0,0,2,3,2,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,40,0,0,1,0,0,28,1,0,0,0,0,0,0,0,0,0,1,160000,3
478,9069,6,0,2,0,2,0,3,0,0,3,0,2,0,0,0,3,1,4,0,2,2,0,1,0,3,0,1,0,0,4,0,3,0,0,0,3,2,2,0,1,8,0,1,0,4,0,3,0,0,4,0,1,0,0,0,1,2,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,40,0,0,1,0,0,28,1,0,0,0,0,0,0,0,0,0,1,160000,1
478,9074,11,1,0,0,1,0,1,1,0,4,0,1,1,1,0,0,0,3,0,0,4,1,0,0,5,0,3,3,0,1,0,1,2,3,0,0,0,3,0,0,6,2,0,0,6,0,2,2,0,1,0,2,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,40,0,0,1,0,0,28,1,0,0,0,0,0,0,0,0,0,1,160000,3
478,9079,16,0,2,0,6,0,2,2,0,4,0,0,2,0,2,1,0,0,2,0,10,0,2,0,2,0,2,2,0,2,0,0,2,0,2,2,0,0,2,0,11,0,1,0,2,0,1,3,0,1,0,0,1,0,1,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,40,0,0,1,0,0,28,1,0,0,0,0,0,0,0,0,0,1,160000,3
478,9080,17,1,0,0,4,1,0,0,2,0,0,1,0,2,0,0,4,4,0,1,10,2,0,0,4,2,0,0,1,0,0,3,0,1,0,0,2,2,0,2,12,3,0,0,3,1,0,0,1,0,0,2,0,3,0,0,3,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,40,0,0,1,0,0,28,1,0,0,0,0,0,0,0,0,0,1,160000,3
479,9087,5,0,0,0,0,2,0,3,0,1,2,2,0,2,0,0,1,0,1,2,1,0,0,0,0,2,0,1,0,3,2,3,0,3,0,0,4,0,1,2,4,0,0,0,0,2,0,2,0,2,2,1,0,1,0,0,4,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,50,25,1,0,0,0,0,53,0,0,1,0,0,0,0,1,0,0,1,20000,4
479,9097,15,0,0,0,4,2,3,0,2,0,1,0,0,4,0,3,0,4,0,1,12,0,0,0,1,2,3,0,2,0,1,0,0,4,0,2,0,1,0,1,9,0,0,0,3,1,1,0,1,0,1,0,0,3,0,3,0,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,50,25,1,0,0,0,0,53,0,0,1,0,0,0,0,1,0,0,1,20000,4
479,9099,17,1,1,0,0,1,1,0,1,0,0,0,2,0,1,0,0,0,2,1,11,3,1,0,0,1,2,0,2,0,0,0,1,0,2,0,0,0,3,1,7,3,2,0,0,2,2,0,2,0,0,0,1,0,3,0,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,50,25,1,0,0,0,0,53,0,0,1,0,0,0,0,1,0,0,1,20000,4
479,9100,18,3,1,4,2,2,0,0,0,0,2,0,0,3,0,2,2,0,0,0,4,3,1,1,3,1,0,0,0,0,1,0,0,1,0,2,2,0,0,0,4,2,1,2,4,2,0,0,0,0,1,0,0,1,0,2,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,50,25,1,0,0,0,0,53,0,0,1,0,0,0,0,1,0,0,1,20000,4
479,9101,19,0,0,0,0,0,3,1,0,1,0,2,2,0,3,0,0,2,1,2,12,0,0,0,0,0,3,1,0,1,0,2,1,0,1,0,0,4,1,2,3,0,0,0,0,0,1,1,0,2,0,1,2,0,2,0,0,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,50,25,1,0,0,0,0,53,0,0,1,0,0,0,0,1,0,0,1,20000,3
480,9115,14,3,2,0,5,0,0,2,0,0,0,1,2,0,1,0,2,1,0,0,1,3,2,0,4,0,0,2,0,0,0,2,1,0,3,0,4,1,0,0,3,1,1,0,5,0,0,1,0,0,0,2,2,0,3,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,300,33,1,0,0,0,1,36,0,0,0,0,1,0,0,0,0,1,0,50000,1
481,9124,4,3,0,0,0,0,0,1,0,0,0,3,2,3,2,2,1,2,0,0,3,2,0,0,0,0,0,2,0,0,0,2,2,2,2,3,3,2,0,0,5,3,0,0,0,0,0,3,0,0,0,3,1,2,2,1,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,500,15,0,1,0,0,0,20,1,0,0,0,0,0,0,1,0,0,1,36000,1
481,9130,10,2,2,5,2,0,0,0,1,0,0,0,1,0,1,3,0,0,0,1,6,2,1,2,2,0,0,0,1,0,0,0,1,0,3,2,0,0,0,1,12,3,1,5,3,0,0,0,1,0,0,0,1,0,2,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,500,15,0,1,0,0,0,20,1,0,0,0,0,0,0,1,0,0,1,36000,1
481,9135,15,0,1,1,4,0,0,0,0,0,0,0,2,0,2,3,1,2,3,0,9,0,2,3,6,0,0,0,0,0,0,0,2,0,1,2,3,2,2,0,8,0,1,5,2,0,0,0,0,0,0,0,1,0,2,3,1,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,500,15,0,1,0,0,0,20,1,0,0,0,0,0,0,1,0,0,1,36000,1
481,9139,19,0,0,0,0,1,3,0,2,0,1,0,1,4,0,2,4,3,0,0,12,0,0,0,0,2,2,0,1,0,2,0,1,3,0,2,3,3,0,0,5,0,0,0,0,2,3,0,2,0,2,0,2,2,0,2,2,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,500,15,0,1,0,0,0,20,1,0,0,0,0,0,0,1,0,0,1,36000,2
482,9148,9,2,0,0,0,0,0,3,2,2,2,0,0,1,2,1,0,0,3,0,5,2,0,0,0,0,0,2,2,3,1,0,0,2,1,3,0,0,2,0,5,1,0,0,0,0,0,1,2,4,2,0,0,1,3,1,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,200,30,1,0,0,0,1,34,0,0,0,1,0,0,1,0,0,0,1,35000,3
482,9151,12,3,0,0,0,1,0,0,2,0,0,0,0,3,0,2,3,3,3,2,1,1,0,0,0,2,0,0,1,0,0,0,0,4,0,2,3,2,3,2,9,1,0,0,0,2,0,0,2,0,0,0,0,3,0,1,2,4,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,200,30,1,0,0,0,1,34,0,0,0,1,0,0,1,0,0,0,1,35000,2
482,9153,14,0,2,0,0,1,3,2,0,3,1,0,2,0,0,0,2,0,2,0,3,0,1,0,0,2,1,1,0,4,2,0,2,0,0,0,2,0,2,0,5,0,2,0,0,1,1,2,0,1,1,0,2,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,200,30,1,0,0,0,1,34,0,0,0,1,0,0,1,0,0,0,1,35000,1
483,9162,4,2,1,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,3,2,2,2,2,0,0,2,2,0,0,0,0,2,0,0,1,3,0,0,3,2,3,3,2,0,0,2,2,0,0,0,0,3,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,10,1,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,150000,3
483,9166,8,2,0,0,3,0,0,2,0,0,0,1,0,2,0,1,0,2,2,2,11,2,0,0,6,0,0,1,0,0,0,3,0,1,0,3,0,3,2,1,11,2,0,0,4,0,0,1,0,0,0,3,0,1,0,2,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,10,1,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,150000,3
483,9175,17,3,0,4,0,0,0,2,2,0,0,1,2,0,1,0,3,0,0,2,6,3,0,3,0,0,0,1,1,0,0,2,2,0,3,0,4,0,0,2,12,1,0,1,0,0,0,1,2,0,0,1,1,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,10,1,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,150000,3
484,9178,1,1,0,0,2,0,1,2,1,4,0,2,0,0,2,0,0,0,0,1,11,3,0,0,4,0,2,2,1,4,0,2,0,0,3,0,0,0,0,1,4,1,0,0,6,0,2,2,1,4,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,500,25,1,0,0,0,0,44,1,0,0,0,0,1,0,0,0,0,1,60000,4
484,9185,8,2,0,1,0,0,0,2,0,0,0,3,1,2,0,0,2,4,0,2,9,2,0,4,0,0,0,1,0,0,0,3,1,4,0,0,3,1,0,1,8,3,0,2,0,0,0,1,0,0,0,2,2,1,0,0,1,3,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,500,25,1,0,0,0,0,44,1,0,0,0,0,1,0,0,0,0,1,60000,4
484,9194,17,3,0,5,0,0,0,1,1,0,2,0,1,0,1,2,0,0,1,0,8,1,0,5,0,0,0,2,2,0,1,0,2,0,2,3,0,0,3,0,12,3,0,4,0,0,0,3,2,0,1,0,2,0,3,3,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,500,25,1,0,0,0,0,44,1,0,0,0,0,1,0,0,0,0,1,60000,4
485,9197,1,1,2,1,3,0,0,0,2,0,2,1,1,0,2,0,0,0,0,0,4,2,2,4,6,0,0,0,1,0,2,2,2,0,3,0,0,0,0,0,12,1,1,1,4,0,0,0,1,0,2,2,1,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,500,35,1,0,0,0,1,27,1,0,0,0,0,0,1,0,0,0,0,90000,1
485,9200,4,0,0,4,3,0,1,0,0,0,0,1,1,2,0,3,0,2,0,1,1,0,0,4,6,0,3,0,0,0,0,2,1,3,0,3,0,3,0,1,8,0,0,5,1,0,3,0,0,0,0,3,1,1,0,2,0,2,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,500,35,1,0,0,0,1,27,1,0,0,0,0,0,1,0,0,0,0,90000,1
485,9204,8,1,0,4,5,0,2,0,0,1,2,0,1,0,0,0,1,0,1,0,7,2,0,5,5,0,1,0,0,3,1,0,2,0,0,0,4,0,1,0,8,3,0,5,1,0,3,0,0,1,2,0,1,0,0,0,4,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,500,35,1,0,0,0,1,27,1,0,0,0,0,0,1,0,0,0,0,90000,4
485,9206,10,1,0,0,4,0,2,1,2,0,0,2,0,2,1,0,0,2,0,0,7,1,0,0,1,0,2,2,1,0,0,2,0,1,2,0,0,2,0,0,3,2,0,0,5,0,3,1,1,0,0,2,0,3,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,500,35,1,0,0,0,1,27,1,0,0,0,0,0,1,0,0,0,0,90000,2
485,9207,11,0,0,0,0,0,2,0,2,4,0,3,0,0,3,1,1,0,3,2,9,0,0,0,0,0,2,0,2,4,0,2,0,0,2,2,2,0,1,2,3,0,0,0,0,0,2,0,2,4,0,2,0,0,2,3,1,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,500,35,1,0,0,0,1,27,1,0,0,0,0,0,1,0,0,0,0,90000,2
486,9218,3,1,1,0,0,2,1,3,1,0,0,0,0,0,0,2,0,4,0,2,5,2,2,0,0,1,3,2,1,0,0,0,0,0,0,3,0,3,0,1,12,3,1,0,0,2,2,1,1,0,0,0,0,0,0,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50,20,0,1,0,0,1,21,0,0,0,0,1,1,0,0,0,0,0,1e+05,4
486,9223,8,2,2,5,1,0,0,0,0,2,0,0,0,0,0,0,4,2,1,1,5,3,2,2,3,0,0,0,0,3,0,0,0,0,0,0,3,2,1,1,4,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50,20,0,1,0,0,1,21,0,0,0,0,1,1,0,0,0,0,0,1e+05,4
486,9224,9,0,0,0,5,0,0,3,2,0,0,1,0,0,3,3,1,0,2,2,5,0,0,0,2,0,0,2,1,0,0,1,0,0,2,3,1,0,2,1,7,0,0,0,3,0,0,2,2,0,0,3,0,0,1,1,3,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50,20,0,1,0,0,1,21,0,0,0,0,1,1,0,0,0,0,0,1e+05,4
486,9228,13,1,0,0,5,0,3,3,0,3,0,0,0,3,1,1,2,0,0,0,10,3,0,0,6,0,2,3,0,3,0,0,0,3,3,2,3,0,0,0,7,2,0,0,5,0,1,3,0,3,0,0,0,3,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50,20,0,1,0,0,1,21,0,0,0,0,1,1,0,0,0,0,0,1e+05,4
