"Case","No","Task","CC1","GN1","NS1","BU1","FA1","LD1","BZ1","FC1","FP1","RP1","PP1","KA1","SC1","TS1","NV1","MA1","LB1","AF1","HU1","Price1","CC2","GN2","NS2","BU2","FA2","LD2","BZ2","FC2","FP2","RP2","PP2","KA2","SC2","TS2","NV2","MA2","LB2","AF2","HU2","Price2","CC3","GN3","NS3","BU3","FA3","LD3","BZ3","FC3","FP3","RP3","PP3","KA3","SC3","TS3","NV3","MA3","LB3","AF3","HU3","Price3","CC4","GN4","NS4","BU4","FA4","LD4","BZ4","FC4","FP4","RP4","PP4","KA4","SC4","TS4","NV4","MA4","LB4","AF4","HU4","Price4","segment","segmentind","year","yearind","miles","milesind","milesa","night","nightind","nighta","ppark","pparkind","gender","genderind","age","ageind","agea","educ","educind","region","regionind","Urb","Urbind","income","incomeind","incomea","Choice"
713,13544,16,0,2,2,0,2,0,3,0,1,1,3,0,0,1,0,2,0,0,0,8,0,2,4,0,1,0,1,0,3,2,2,0,0,2,0,2,0,0,0,11,0,2,3,0,1,0,3,0,4,1,3,0,0,2,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"151 To 200 Miles",4,200,"41% To 50%",5,50,"Daily",1,"Male",2,"Under 30",1,28,"College Graduate (4 Years)",1,"NE",2,"Suburban",2,"Under $29,999",1,25000,4
714,13550,3,0,2,1,1,0,0,0,0,0,2,3,1,4,2,0,0,0,1,0,3,0,2,4,6,0,0,0,0,0,1,1,1,4,2,0,0,0,2,0,12,0,1,3,1,0,0,0,0,0,2,3,1,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"Over 400 Miles",9,500,"41% To 50%",5,50,"Daily",1,"Female",1,"Under 30",1,21,"Some College (1-3 Years)",5,"W",5,"Urban/City",3,"Under $29,999",1,10000,1
714,13552,5,0,0,0,2,1,0,1,2,0,2,0,1,4,0,1,0,0,0,1,3,0,0,0,6,2,0,1,2,0,2,0,2,1,0,1,0,0,0,1,2,0,0,0,2,2,0,2,2,0,2,0,2,4,0,1,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"Over 400 Miles",9,500,"41% To 50%",5,50,"Daily",1,"Female",1,"Under 30",1,21,"Some College (1-3 Years)",5,"W",5,"Urban/City",3,"Under $29,999",1,10000,3
714,13561,14,0,2,0,0,2,1,3,0,0,0,1,2,0,0,1,0,0,2,1,4,0,1,0,0,1,1,2,0,0,0,1,1,0,0,2,0,0,2,1,9,0,2,0,0,2,1,3,0,0,0,2,1,0,0,3,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"Over 400 Miles",9,500,"41% To 50%",5,50,"Daily",1,"Female",1,"Under 30",1,21,"Some College (1-3 Years)",5,"W",5,"Urban/City",3,"Under $29,999",1,10000,2
715,13567,1,1,0,0,2,2,0,2,0,0,0,0,2,1,0,3,0,0,1,2,7,1,0,0,2,1,0,1,0,0,0,0,1,1,0,2,0,0,3,2,5,2,0,0,5,2,0,1,0,0,0,0,1,3,0,3,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2001,2,"151 To 200 Miles",4,200,"10% To 20%",2,15,"Never",3,"Female",1,"Under 30",1,19,"Some College (1-3 Years)",5,"W",5,"Suburban",2,"$60,000 to $69,999",5,60000,1
715,13572,6,0,0,3,0,1,0,0,1,0,1,0,1,0,3,2,0,2,2,0,10,0,0,3,0,2,0,0,1,0,2,0,2,0,1,2,0,1,3,0,11,0,0,2,0,2,0,0,2,0,1,0,1,0,3,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2001,2,"151 To 200 Miles",4,200,"10% To 20%",2,15,"Never",3,"Female",1,"Under 30",1,19,"Some College (1-3 Years)",5,"W",5,"Suburban",2,"$60,000 to $69,999",5,60000,4
715,13575,9,0,2,0,2,1,1,0,0,0,0,0,1,3,0,0,2,2,2,0,3,0,1,0,6,1,1,0,0,0,0,0,2,4,0,0,2,1,2,0,1,0,2,0,3,1,2,0,0,0,0,0,1,4,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2001,2,"151 To 200 Miles",4,200,"10% To 20%",2,15,"Never",3,"Female",1,"Under 30",1,19,"Some College (1-3 Years)",5,"W",5,"Suburban",2,"$60,000 to $69,999",5,60000,2
715,13580,14,0,2,5,0,0,3,2,1,2,0,0,1,0,0,1,0,0,1,0,10,0,2,5,0,0,1,2,1,3,0,0,1,0,0,3,0,0,1,0,5,0,2,5,0,0,1,2,1,2,0,0,2,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2001,2,"151 To 200 Miles",4,200,"10% To 20%",2,15,"Never",3,"Female",1,"Under 30",1,19,"Some College (1-3 Years)",5,"W",5,"Suburban",2,"$60,000 to $69,999",5,60000,3
715,13581,15,1,0,5,4,1,0,0,1,0,0,0,0,0,1,0,4,4,0,1,11,1,0,3,6,2,0,0,2,0,0,0,0,0,2,0,4,3,0,1,7,2,0,3,2,1,0,0,1,0,0,0,0,0,2,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2001,2,"151 To 200 Miles",4,200,"10% To 20%",2,15,"Never",3,"Female",1,"Under 30",1,19,"Some College (1-3 Years)",5,"W",5,"Suburban",2,"$60,000 to $69,999",5,60000,3
715,13585,19,0,1,3,4,0,3,0,0,1,0,0,0,4,2,1,0,0,0,2,11,0,2,3,3,0,1,0,0,2,0,0,0,2,1,3,0,0,0,1,4,0,2,5,5,0,2,0,0,4,0,0,0,1,1,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2001,2,"151 To 200 Miles",4,200,"10% To 20%",2,15,"Never",3,"Female",1,"Under 30",1,19,"Some College (1-3 Years)",5,"W",5,"Suburban",2,"$60,000 to $69,999",5,60000,4
716,13586,1,0,0,5,0,2,0,0,1,0,0,0,0,1,0,3,3,4,1,1,1,0,0,3,0,1,0,0,2,0,0,0,0,3,0,2,3,3,1,2,2,0,0,1,0,2,0,0,2,0,0,0,0,1,0,3,1,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2004,5,"Under 50 Miles",1,50,"Under 10%",1,10,"Never",3,"Male",2,"30 To 39",2,36,"High School",3,"NE",2,"Rural/Country",1,"$80,000 to $89,999",7,80000,2
716,13587,2,1,1,0,0,0,2,2,0,1,0,2,2,4,1,0,0,0,0,0,6,3,2,0,0,0,2,1,0,3,0,3,2,4,1,0,0,0,0,0,6,1,1,0,0,0,2,3,0,4,0,3,2,2,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2004,5,"Under 50 Miles",1,50,"Under 10%",1,10,"Never",3,"Male",2,"30 To 39",2,36,"High School",3,"NE",2,"Rural/Country",1,"$80,000 to $89,999",7,80000,4
716,13590,5,0,0,2,3,1,0,3,0,3,2,0,0,4,1,0,0,0,1,0,9,0,0,2,6,1,0,2,0,3,2,0,0,3,2,0,0,0,3,0,2,0,0,1,5,2,0,3,0,4,1,0,0,4,1,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2004,5,"Under 50 Miles",1,50,"Under 10%",1,10,"Never",3,"Male",2,"30 To 39",2,36,"High School",3,"NE",2,"Rural/Country",1,"$80,000 to $89,999",7,80000,2
716,13591,6,1,2,0,0,0,1,2,1,0,0,0,1,0,0,3,0,4,1,0,10,3,1,0,0,0,3,3,1,0,0,0,2,0,0,2,0,4,3,0,10,3,2,0,0,0,3,2,2,0,0,0,2,0,0,2,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2004,5,"Under 50 Miles",1,50,"Under 10%",1,10,"Never",3,"Male",2,"30 To 39",2,36,"High School",3,"NE",2,"Rural/Country",1,"$80,000 to $89,999",7,80000,3
716,13593,8,3,0,3,2,0,0,3,1,0,0,1,0,1,0,0,3,0,0,1,9,2,0,1,6,0,0,1,1,0,0,1,0,4,0,0,4,0,0,1,4,1,0,1,5,0,0,2,1,0,0,3,0,3,0,0,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2004,5,"Under 50 Miles",1,50,"Under 10%",1,10,"Never",3,"Male",2,"30 To 39",2,36,"High School",3,"NE",2,"Rural/Country",1,"$80,000 to $89,999",7,80000,2
716,13602,17,2,0,2,0,1,2,0,1,0,0,0,1,3,0,0,1,0,2,0,2,1,0,5,0,2,1,0,1,0,0,0,1,1,0,0,3,0,3,0,6,2,0,2,0,2,1,0,1,0,0,0,2,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2004,5,"Under 50 Miles",1,50,"Under 10%",1,10,"Never",3,"Male",2,"30 To 39",2,36,"High School",3,"NE",2,"Rural/Country",1,"$80,000 to $89,999",7,80000,3
717,13610,6,0,1,4,6,0,0,0,2,0,2,1,0,0,2,1,0,0,1,0,5,0,1,5,6,0,0,0,2,0,1,1,0,0,1,2,0,0,3,0,11,0,2,4,6,0,0,0,1,0,2,3,0,0,1,2,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"51 To 100 Miles",2,100,"Under 10%",1,5,"Monthly",2,"Male",2,"60 & Over",5,63,"High School",3,"MW",1,"Rural/Country",1,"$40,000 to $49,999",3,45000,4
717,13611,7,0,1,0,4,1,3,2,0,2,0,0,0,0,3,0,1,0,3,0,6,0,2,0,1,2,3,1,0,3,0,0,0,0,2,0,2,0,2,0,10,0,1,0,5,2,3,3,0,2,0,0,0,0,2,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"51 To 100 Miles",2,100,"Under 10%",1,5,"Monthly",2,"Male",2,"60 & Over",5,63,"High School",3,"MW",1,"Rural/Country",1,"$40,000 to $49,999",3,45000,1
717,13616,12,0,2,4,0,2,3,3,0,0,0,0,2,0,2,2,0,3,0,0,12,0,2,2,0,1,1,2,0,0,0,0,2,0,2,1,0,3,0,0,12,0,1,4,0,2,3,1,0,0,0,0,2,0,2,1,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"51 To 100 Miles",2,100,"Under 10%",1,5,"Monthly",2,"Male",2,"60 & Over",5,63,"High School",3,"MW",1,"Rural/Country",1,"$40,000 to $49,999",3,45000,4
717,13620,16,3,0,0,5,2,0,2,2,3,0,0,0,3,0,0,0,1,1,0,4,1,0,0,1,1,0,1,2,1,0,0,0,1,0,0,0,1,3,0,10,3,0,0,4,2,0,3,2,1,0,0,0,3,0,0,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"51 To 100 Miles",2,100,"Under 10%",1,5,"Monthly",2,"Male",2,"60 & Over",5,63,"High School",3,"MW",1,"Rural/Country",1,"$40,000 to $49,999",3,45000,4
718,13624,1,0,0,4,0,2,0,0,1,0,0,0,1,2,3,0,3,0,1,1,7,0,0,5,0,2,0,0,1,0,0,0,2,3,3,0,4,0,2,2,3,0,0,5,0,2,0,0,1,0,0,0,1,2,3,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"251 To 300 Miles",6,300,"41% To 50%",5,50,"Yearly",5,"Female",1,"40 To 49",3,47,"Some College (1-3 Years)",5,"SW",4,"Suburban",2,"$40,000 to $49,999",3,45000,4
718,13627,4,0,1,0,4,2,0,1,0,3,0,0,2,0,0,3,0,0,1,1,6,0,2,0,3,2,0,3,0,4,0,0,2,0,0,2,0,0,1,1,6,0,1,0,1,2,0,2,0,4,0,0,1,0,0,3,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"251 To 300 Miles",6,300,"41% To 50%",5,50,"Yearly",5,"Female",1,"40 To 49",3,47,"Some College (1-3 Years)",5,"SW",4,"Suburban",2,"$40,000 to $49,999",3,45000,1
718,13628,5,0,0,3,3,2,3,0,2,4,0,2,1,1,0,0,0,0,0,0,9,0,0,5,2,2,2,0,2,2,0,2,1,3,0,0,0,0,0,0,6,0,0,2,4,2,3,0,1,2,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"251 To 300 Miles",6,300,"41% To 50%",5,50,"Yearly",5,"Female",1,"40 To 49",3,47,"Some College (1-3 Years)",5,"SW",4,"Suburban",2,"$40,000 to $49,999",3,45000,1
718,13629,6,2,1,2,0,0,3,1,0,0,0,0,0,0,2,2,4,0,2,0,3,1,2,5,0,0,1,2,0,0,0,0,0,0,3,1,3,0,3,0,7,3,2,5,0,0,1,3,0,0,0,0,0,0,1,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"251 To 300 Miles",6,300,"41% To 50%",5,50,"Yearly",5,"Female",1,"40 To 49",3,47,"Some College (1-3 Years)",5,"SW",4,"Suburban",2,"$40,000 to $49,999",3,45000,1
718,13637,14,0,1,2,0,2,0,3,2,0,1,3,0,0,3,0,0,0,0,1,7,0,2,5,0,2,0,2,1,0,1,3,0,0,1,0,0,0,0,1,1,0,1,2,0,1,0,2,2,0,2,1,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"251 To 300 Miles",6,300,"41% To 50%",5,50,"Yearly",5,"Female",1,"40 To 49",3,47,"Some College (1-3 Years)",5,"SW",4,"Suburban",2,"$40,000 to $49,999",3,45000,4
718,13640,17,3,0,5,4,0,1,3,1,0,1,0,1,0,0,0,0,0,2,0,9,2,0,4,4,0,2,3,1,0,2,0,1,0,0,0,0,0,2,0,11,3,0,5,6,0,2,2,1,0,1,0,2,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"251 To 300 Miles",6,300,"41% To 50%",5,50,"Yearly",5,"Female",1,"40 To 49",3,47,"Some College (1-3 Years)",5,"SW",4,"Suburban",2,"$40,000 to $49,999",3,45000,4
719,13649,7,2,0,0,1,0,2,3,1,0,2,0,0,1,0,0,4,3,0,0,12,2,0,0,2,0,3,2,2,0,2,0,0,3,0,0,1,3,0,0,7,3,0,0,5,0,3,1,2,0,1,0,0,1,0,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Luxury Utility segements",3,2005,6,"201 To 250 Miles",5,250,"21% To 30%",3,25,"Weekly",4,"Female",1,"40 To 49",3,42,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$200,000 to $209,999",19,200000,3
719,13654,12,2,0,0,0,1,0,0,0,0,0,2,2,2,2,0,3,4,0,2,9,3,0,0,0,2,0,0,0,0,0,3,2,1,2,0,3,4,0,1,7,2,0,0,0,1,0,0,0,0,0,2,1,4,3,0,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Luxury Utility segements",3,2005,6,"201 To 250 Miles",5,250,"21% To 30%",3,25,"Weekly",4,"Female",1,"40 To 49",3,42,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$200,000 to $209,999",19,200000,4
719,13655,13,0,0,4,3,0,2,3,2,2,0,2,0,0,0,3,2,0,0,0,2,0,0,1,1,0,2,3,2,2,0,1,0,0,0,3,3,0,0,0,3,0,0,3,1,0,1,3,1,1,0,1,0,0,0,2,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Luxury Utility segements",3,2005,6,"201 To 250 Miles",5,250,"21% To 30%",3,25,"Weekly",4,"Female",1,"40 To 49",3,42,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$200,000 to $209,999",19,200000,1
719,13657,15,3,1,0,0,2,3,2,1,0,0,0,2,0,0,2,0,0,2,0,6,2,2,0,0,2,2,1,2,0,0,0,2,0,0,1,0,0,2,0,8,2,2,0,0,1,1,1,1,0,0,0,1,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Luxury Utility segements",3,2005,6,"201 To 250 Miles",5,250,"21% To 30%",3,25,"Weekly",4,"Female",1,"40 To 49",3,42,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$200,000 to $209,999",19,200000,3
719,13660,18,0,1,0,0,0,0,3,0,4,0,1,1,2,0,2,4,0,0,2,8,0,1,0,0,0,0,2,0,1,0,3,1,2,0,3,1,0,0,2,1,0,1,0,0,0,0,3,0,2,0,1,1,4,0,1,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Luxury Utility segements",3,2005,6,"201 To 250 Miles",5,250,"21% To 30%",3,25,"Weekly",4,"Female",1,"40 To 49",3,42,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$200,000 to $209,999",19,200000,2
720,13670,9,3,0,1,2,0,0,2,0,1,0,0,2,4,0,0,0,0,3,1,8,2,0,2,1,0,0,3,0,2,0,0,2,1,0,0,0,0,1,1,2,2,0,5,4,0,0,3,0,4,0,0,1,2,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2005,6,"151 To 200 Miles",4,200,"41% To 50%",5,45,"Weekly",4,"Male",2,"40 To 49",3,41,"Some College (1-3 Years)",5,"SE",3,"Suburban",2,"$30,000 to $39,999",2,35000,2
720,13674,13,2,1,5,0,2,1,0,0,4,0,2,0,4,0,3,0,0,0,0,9,3,2,3,0,1,2,0,0,3,0,1,0,2,0,1,0,0,0,0,1,2,1,4,0,2,3,0,0,3,0,2,0,1,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2005,6,"151 To 200 Miles",4,200,"41% To 50%",5,45,"Weekly",4,"Male",2,"40 To 49",3,41,"Some College (1-3 Years)",5,"SE",3,"Suburban",2,"$30,000 to $39,999",2,35000,2
720,13679,18,3,0,4,6,2,0,0,1,0,2,0,1,0,0,2,2,0,0,0,2,2,0,1,1,2,0,0,1,0,1,0,1,0,0,3,1,0,0,0,1,2,0,3,4,1,0,0,2,0,2,0,2,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2005,6,"151 To 200 Miles",4,200,"41% To 50%",5,45,"Weekly",4,"Male",2,"40 To 49",3,41,"Some College (1-3 Years)",5,"SE",3,"Suburban",2,"$30,000 to $39,999",2,35000,2
721,13682,2,0,0,5,0,0,0,0,2,0,2,3,1,3,0,0,1,0,2,2,3,0,0,5,0,0,0,0,1,0,1,3,2,2,0,0,2,0,1,1,8,0,0,2,0,0,0,0,2,0,1,3,1,3,0,0,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"351 To 400 Miles",8,380,"41% To 50%",5,50,"Never",3,"Male",2,"30 To 39",2,30,"Some College (1-3 Years)",5,"SE",3,"Suburban",2,"$60,000 to $69,999",5,62000,1
721,13685,5,2,0,3,4,2,0,0,0,3,0,2,1,0,1,0,0,0,1,0,2,2,0,4,3,1,0,0,0,1,0,2,2,0,3,0,0,0,2,0,11,3,0,1,5,1,0,0,0,4,0,2,1,0,2,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"351 To 400 Miles",8,380,"41% To 50%",5,50,"Never",3,"Male",2,"30 To 39",2,30,"Some College (1-3 Years)",5,"SE",3,"Suburban",2,"$60,000 to $69,999",5,62000,1
721,13690,10,1,0,2,0,1,0,0,0,0,2,1,1,0,0,2,0,4,0,1,7,2,0,5,0,1,0,0,0,0,1,2,1,0,0,1,0,3,0,1,9,1,0,2,0,2,0,0,0,0,2,1,2,0,0,2,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"351 To 400 Miles",8,380,"41% To 50%",5,50,"Never",3,"Male",2,"30 To 39",2,30,"Some College (1-3 Years)",5,"SE",3,"Suburban",2,"$60,000 to $69,999",5,62000,3
721,13691,11,1,1,0,2,0,0,0,0,1,1,3,0,2,0,0,3,0,1,0,4,3,2,0,4,0,0,0,0,2,1,3,0,1,0,0,2,0,3,0,12,3,1,0,3,0,0,0,0,2,2,3,0,1,0,0,3,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"351 To 400 Miles",8,380,"41% To 50%",5,50,"Never",3,"Male",2,"30 To 39",2,30,"Some College (1-3 Years)",5,"SE",3,"Suburban",2,"$60,000 to $69,999",5,62000,1
721,13692,12,0,2,2,0,0,0,0,1,0,0,0,1,0,3,1,4,1,1,0,11,0,2,1,0,0,0,0,2,0,0,0,2,0,1,1,4,4,1,0,8,0,1,2,0,0,0,0,1,0,0,0,2,0,2,2,4,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"351 To 400 Miles",8,380,"41% To 50%",5,50,"Never",3,"Male",2,"30 To 39",2,30,"Some College (1-3 Years)",5,"SE",3,"Suburban",2,"$60,000 to $69,999",5,62000,3
721,13694,14,0,1,0,6,1,0,0,1,0,2,2,0,0,1,0,0,1,0,2,9,0,2,0,2,1,0,0,1,0,2,1,0,0,3,0,0,2,0,2,11,0,2,0,6,1,0,0,1,0,2,1,0,0,3,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"351 To 400 Miles",8,380,"41% To 50%",5,50,"Never",3,"Male",2,"30 To 39",2,30,"Some College (1-3 Years)",5,"SE",3,"Suburban",2,"$60,000 to $69,999",5,62000,4
721,13698,18,0,1,0,0,1,0,2,0,0,0,2,2,1,1,2,3,0,0,0,1,0,1,0,0,2,0,2,0,0,0,1,2,4,1,3,2,0,0,0,1,0,1,0,0,1,0,2,0,0,0,3,1,3,2,1,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"351 To 400 Miles",8,380,"41% To 50%",5,50,"Never",3,"Male",2,"30 To 39",2,30,"Some College (1-3 Years)",5,"SE",3,"Suburban",2,"$60,000 to $69,999",5,62000,1
722,13703,4,3,2,0,0,0,3,0,2,0,0,3,0,4,2,0,4,0,2,0,2,2,2,0,0,0,2,0,1,0,0,1,0,2,2,0,2,0,3,0,6,3,1,0,0,0,3,0,2,0,0,3,0,1,1,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2002,3,"351 To 400 Miles",8,375,"10% To 20%",2,20,"Monthly",2,"Male",2,"30 To 39",2,34,"High School",3,"MW",1,"Suburban",2,"$90,000 to $99,999",8,90000,1
722,13707,8,1,1,0,6,1,2,0,0,0,0,0,2,0,0,0,2,4,3,0,9,3,2,0,4,1,1,0,0,0,0,0,2,0,0,0,1,2,3,0,1,2,1,0,3,1,2,0,0,0,0,0,2,0,0,0,2,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2002,3,"351 To 400 Miles",8,375,"10% To 20%",2,20,"Monthly",2,"Male",2,"30 To 39",2,34,"High School",3,"MW",1,"Suburban",2,"$90,000 to $99,999",8,90000,2
722,13710,11,0,1,3,0,0,0,0,2,0,2,0,0,4,0,0,1,4,2,1,4,0,1,4,0,0,0,0,1,0,1,0,0,1,0,0,1,3,2,2,12,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,2,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2002,3,"351 To 400 Miles",8,375,"10% To 20%",2,20,"Monthly",2,"Male",2,"30 To 39",2,34,"High School",3,"MW",1,"Suburban",2,"$90,000 to $99,999",8,90000,3
722,13714,15,1,0,0,2,0,3,0,1,0,0,3,2,0,0,0,1,1,0,2,3,1,0,0,4,0,1,0,1,0,0,1,2,0,0,0,1,2,0,1,6,1,0,0,2,0,2,0,2,0,0,1,1,0,0,0,3,3,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2002,3,"351 To 400 Miles",8,375,"10% To 20%",2,20,"Monthly",2,"Male",2,"30 To 39",2,34,"High School",3,"MW",1,"Suburban",2,"$90,000 to $99,999",8,90000,4
722,13717,18,1,1,2,0,0,1,0,0,4,1,1,0,0,3,0,0,2,0,0,8,1,2,2,0,0,2,0,0,1,2,3,0,0,3,0,0,2,0,0,3,2,2,3,0,0,1,0,0,4,1,3,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2002,3,"351 To 400 Miles",8,375,"10% To 20%",2,20,"Monthly",2,"Male",2,"30 To 39",2,34,"High School",3,"MW",1,"Suburban",2,"$90,000 to $99,999",8,90000,3
723,13720,2,2,0,0,0,0,0,3,2,1,1,1,0,3,0,1,0,4,0,0,4,2,0,0,0,0,0,2,1,1,2,2,0,1,0,3,0,1,0,0,9,1,0,0,0,0,0,1,2,3,2,2,0,1,0,2,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2000,1,"101 To 150 Miles",3,150,"10% To 20%",2,15,"Monthly",2,"Male",2,"60 & Over",5,69,"High School",3,"MW",1,"Suburban",2,"$30,000 to $39,999",2,30000,2
723,13721,3,0,0,5,0,0,3,0,2,0,1,1,2,1,3,0,0,0,2,0,9,0,0,5,0,0,1,0,2,0,1,1,2,4,1,0,0,0,2,0,11,0,0,3,0,0,1,0,2,0,1,2,1,4,3,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2000,1,"101 To 150 Miles",3,150,"10% To 20%",2,15,"Monthly",2,"Male",2,"60 & Over",5,69,"High School",3,"MW",1,"Suburban",2,"$30,000 to $39,999",2,30000,1
