"Choice","Price3","Price2","Price1","agea","incomea","milesa","nighta","year","yearind","incomebins","miles","milesind","nightind","night","pparkind","ppark","segment","segmentind","region","regionind","BU3"
4,3,6,11,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,4
1,6,3,1,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,2
4,7,6,6,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,0
4,1,12,11,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,2
4,9,11,1,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,0
4,11,6,9,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,4
4,10,5,4,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,0
4,10,2,1,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,2
4,4,5,4,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,0
4,10,11,3,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,5
4,8,5,9,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,0
4,1,9,10,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,3
4,4,12,8,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,1
4,12,4,6,50,30000,30,10,2002,3,"3","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Small Car",6,"W",5,0
1,7,6,5,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,0
2,7,6,7,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,0
2,6,7,6,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,3
3,9,5,1,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,0
3,3,11,11,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,5
4,8,3,3,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,0
4,12,10,5,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,0
4,1,4,7,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,1
3,1,10,2,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,0
4,10,12,2,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,0
4,4,12,8,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,1
4,10,2,3,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,1
4,5,4,3,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,0
2,7,1,6,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,0
4,8,11,9,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,0
4,6,5,11,26,50000,100,20,2001,2,"5","51 To 100 Miles",2,2,"10% To 20%",1,"Daily","Small Car",6,"W",5,3
4,9,2,7,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,6
4,12,9,4,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,0
4,7,11,9,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,0
4,9,5,12,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,2
4,9,5,8,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,6
4,7,9,12,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,0
2,11,1,7,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,0
2,10,2,11,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,5
1,11,10,1,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,0
1,4,7,1,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,0
4,8,12,3,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,4
4,6,11,4,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,2
4,4,9,11,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,4
1,8,12,1,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,0
4,11,4,5,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,0
4,10,4,10,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,3
2,8,1,6,37,100000,150,20,2004,5,"10","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Utility",4,"MW",1,0
2,6,2,9,56,65000,300,25,2005,6,"6","251 To 300 Miles",6,3,"21% To 30%",4,"Weekly","Small Car",6,"NE",2,0
4,5,11,12,56,65000,300,25,2005,6,"6","251 To 300 Miles",6,3,"21% To 30%",4,"Weekly","Small Car",6,"NE",2,1
2,6,4,4,56,65000,300,25,2005,6,"6","251 To 300 Miles",6,3,"21% To 30%",4,"Weekly","Small Car",6,"NE",2,0
2,8,5,7,56,65000,300,25,2005,6,"6","251 To 300 Miles",6,3,"21% To 30%",4,"Weekly","Small Car",6,"NE",2,0
2,6,3,6,56,65000,300,25,2005,6,"6","251 To 300 Miles",6,3,"21% To 30%",4,"Weekly","Small Car",6,"NE",2,0
3,4,4,9,56,65000,300,25,2005,6,"6","251 To 300 Miles",6,3,"21% To 30%",4,"Weekly","Small Car",6,"NE",2,2
4,7,5,9,56,65000,300,25,2005,6,"6","251 To 300 Miles",6,3,"21% To 30%",4,"Weekly","Small Car",6,"NE",2,5
1,9,6,4,56,65000,300,25,2005,6,"6","251 To 300 Miles",6,3,"21% To 30%",4,"Weekly","Small Car",6,"NE",2,0
3,3,12,5,56,65000,300,25,2005,6,"6","251 To 300 Miles",6,3,"21% To 30%",4,"Weekly","Small Car",6,"NE",2,4
4,10,6,6,56,65000,300,25,2005,6,"6","251 To 300 Miles",6,3,"21% To 30%",4,"Weekly","Small Car",6,"NE",2,5
1,12,7,1,56,65000,300,25,2005,6,"6","251 To 300 Miles",6,3,"21% To 30%",4,"Weekly","Small Car",6,"NE",2,1
4,5,5,7,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,4
4,6,5,2,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,0
3,4,11,11,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,0
4,9,10,8,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,6
4,10,8,4,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,4
4,4,8,6,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,0
4,2,9,9,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,0
1,1,12,2,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,0
4,9,11,7,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,6
1,9,2,1,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,0
2,1,1,3,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,3
4,9,12,12,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,4
2,12,1,12,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,0
1,12,4,3,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,0
4,6,5,9,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,3
1,8,8,3,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,1
1,8,7,6,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,2
3,2,4,10,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,0
3,1,4,5,66,60000,150,5,2003,4,"6","101 To 150 Miles",3,1,"Under 10%",2,"Monthly","Midsize Utility",4,"NE",2,0
4,9,8,6,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,0
4,8,11,12,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,4
2,12,2,6,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,0
4,9,11,8,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,2
1,10,8,1,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,0
4,7,11,4,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,0
3,4,7,12,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,1
4,6,4,8,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,0
4,9,8,7,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,0
4,11,9,3,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,1
2,6,1,3,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,0
4,11,10,4,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,2
4,6,3,5,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,1
4,2,7,6,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,0
3,1,8,2,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,6
4,5,7,10,59,65000,250,20,2000,1,"6","201 To 250 Miles",5,2,"10% To 20%",4,"Weekly","Midsize Car",2,"W",5,0
2,6,5,8,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,0
4,5,1,3,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,5
3,4,8,7,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,3
1,5,8,4,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,0
4,7,8,11,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,4
3,2,2,7,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,4
2,4,3,4,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,0
3,2,2,8,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,0
3,2,10,8,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,0
4,11,8,5,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,3
4,6,6,11,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,2
4,3,5,2,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,7,1,1,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,4
4,6,12,12,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,2
3,2,5,9,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,10,4,11,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,2
2,8,5,6,38,70000,100,25,2001,2,"7","51 To 100 Miles",2,3,"21% To 30%",4,"Weekly","Midsize Utility",4,"MW",1,0
1,11,12,6,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,0
2,11,2,4,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,0
1,1,12,9,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,3
2,4,6,10,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,3
2,6,4,5,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,0
4,9,12,9,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,5
1,9,10,2,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,0
3,1,8,7,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,1
2,6,2,4,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,0
4,4,6,10,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,6
1,4,12,1,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,0
2,2,4,9,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,0
2,12,1,2,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,6
3,1,10,11,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,0
3,1,1,11,62,85000,125,20,2004,5,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Midsize Car",2,"W",5,5
3,11,2,5,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,4
2,1,6,8,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,0
1,1,9,10,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,0
1,8,12,12,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,1
1,12,9,9,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,0
3,9,8,1,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,6
2,1,8,5,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,3
2,4,4,5,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,1
1,2,2,6,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,0
2,8,6,10,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,0
2,2,2,1,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,4
3,1,9,8,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,3
1,9,3,10,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,0
1,1,12,8,18,15000,1000,25,2001,2,"2","Over 400 Miles",9,3,"21% To 30%",1,"Daily","Small Car",6,"W",5,0
4,11,8,3,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,0
1,2,6,1,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,0
4,5,7,3,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,0
4,12,12,4,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,0
1,6,7,1,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,6
4,6,2,10,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,1
1,10,7,2,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,0
4,6,5,8,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,0
4,2,12,10,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,0
4,4,8,2,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,0
4,11,3,4,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,0
4,6,11,9,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,2
4,8,6,12,54,100000,300,30,2003,4,"10","251 To 300 Miles",6,3,"21% To 30%",3,"Never","Midsize Car",2,"MW",1,0
3,5,6,12,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,0
1,10,9,7,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,0
3,1,12,1,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,0
3,3,11,10,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,1
2,5,3,12,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,2
4,7,11,6,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,5
4,5,6,12,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,0
4,12,10,10,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,0
2,5,2,2,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,6
1,4,4,2,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,5
4,6,11,12,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,0
4,3,9,6,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,6
4,4,12,8,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,0
3,1,6,5,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,0
2,3,2,8,65,100000,200,70,2004,5,"10","151 To 200 Miles",4,7,"61% To 70%",1,"Daily","Midsize Car",2,"NE",2,2
2,2,4,2,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,2
2,7,4,1,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,0
1,1,4,9,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,0
3,4,11,9,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,0
1,11,2,6,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,5
3,5,1,3,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,0
1,9,9,3,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,6
1,5,5,10,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,5
3,11,7,9,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,0
2,3,1,1,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,5
1,1,5,1,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,0
1,6,7,4,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,0
1,11,7,1,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,0
1,4,10,6,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,3
1,5,12,4,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,3
4,12,12,6,44,66777,60,89,2001,2,"6","51 To 100 Miles",2,9,"81% To 90%",1,"Daily","Small Car",6,"NE",2,0
4,8,8,7,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,0
1,2,10,4,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,3
3,1,7,8,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,0
4,12,6,9,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,6
4,12,4,2,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,0
4,9,11,7,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,4
4,8,7,11,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,0
1,4,7,2,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,1
2,8,6,12,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,0
4,6,7,2,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,0
1,12,2,1,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,0
2,5,1,12,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,0
4,9,6,12,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,5
4,12,10,6,54,75000,180,40,2006,7,"7","151 To 200 Miles",4,4,"31% To 40%",3,"Never","Midsize Car",2,"SE",3,0
